Term,es,nes,pval,fdr,geneset_size,matched_size,genes
Microtubule Binding (GO:0008017),0.38548174849108113,1.83117591030723,0.0,0.043357650564967244,243,236,"REEP1,PRNP,KIF5C,TUBGCP4,CAMSAP1,MTCL1,NDE1,TTBK2,FSD1,GAS2L1,CAMSAP2,KIF13B,CKAP5,NEFH,KIF2C,EML4,SKA1,NEFM,CGN,MED12,CLASP1,KIF26A,DST,GTSE1,CCSER2,MAP4,TOGARAM1,DCX,STARD9,KIF17,BCL2L11,MAP4K4,CEP295,KIF23,EML6,GAS2L3,RMDN3,KNL1,TUBGCP3,SUN2,SKA3,KNSTRN,SPIRE2,EZR,MAP1B,HAUS6,GAS8,FAM83D,LUZP1,CENPE,PRC1,RACGAP1,NUSAP1,DCTN1,EML5,KIF18B,SPAG5,KIF1B,KIF15,PLK1,KIF20A,REEP3,NDC80,SPC24,MAP7D3,FBXW11,KIFC1,KIF21B,METAP1,KIF14,MACF1,DLGAP5,CDK5RAP2,NAV3,TUBGCP5,TPPP,HOOK3,SLC25A23,VASH2,CEP57L1,CCDC66,CLIP1,SPATA4,DNM2,JMY,MTUS1,MAPRE1,STIM1,DNM1,KIF3B,PAFAH1B1,KIF2A,SPIRE1,KIF20B,HOOK2,KIF13A,DNM3,REEP4,KIF22,PSRC1,BIRC5,LRPPRC,CLASP2,RAB11A,EML3,DNM1L,MAST2,ABRAXAS2,CEP135,KIF18A,DCDC1,KIF5A,TERF1,RCC2,EML1,NUF2,CCSAP,MAP1S,FNTA,CEP44,HDGFL3,EML2,CAPN6,GAPDH,GOLGA2,MAPT,KIF6,KIF5B,MAP10,IRAG2,MAP1LC3A,NUMA1,FMR1,PEX14,CCDC88B,FHDC1,MAP6,MDM1,MX2,SSNA1,HDAC6,TUBGCP6,MAP7D2,FAM161A,CCDC88A,VAPB,RMDN2,RGS14,VTA1,KIF27,CLIP4,DNAI7,TUBGCP2,KIFC2,SGIP1,CCDC88C,HAUS7,MAP9,HAUS8,CLIP2,KIF3C,MARK4,MAP1LC3B2,SKA2,MAP1LC3B,CEP57,MX1,MAPRE2,FTCD,KATNB1,MAP6D1,KIF19,KIF16B,VAPA,MAPRE3,CCDC61,SPAST,CLIP3,WDR90,NDRG1,METAP2,PROC,KIF25,CDK5,DYNC1I1,ZNF207,HOOK1,KRIT1,LRRK2,TBCB,ARHGEF2,CETN3,MACO1,MPG,SPACA9,SBDS,REEP2,CCDC69,KIFC3,KIF7,UXT,KIF1A,KIF1C,POLG2,FGF13,NDEL1,NME8,KATNA1,CHORDC1,SAXO1,TPGS1,CEP290,CAMSAP3,RPS3,S100A9,RMDN1,ENKD1,HAUS4,KIF9,GABARAPL2,SAXO2,MID2,CFAP157,WHAMM,MTUS2,KIF21A,SPEF1,TOGARAM2,KIF3A,SVBP,TRPV4,CRIPT,S100A8,CCDC181,KIF12,ARL3"
Nuclear Localization Sequence Binding (GO:0008139),0.6208367754322506,1.8590625908304679,0.0017889087656529517,0.044170770448520774,23,20,"NUP98,NUP214,NUP153,TNPO1,POM121,KPNB1,KPNA1,KPNA6,KPNA2,NUP58,RANBP6,NPAP1,IPO5,TNPO2,IPO4,KPNA4,POM121C,KPNA3,NFKBIA,KPNA5"
Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824),0.5595220977860718,1.8759317193295677,0.0,0.04469536392178112,48,31,"GABRP,CHRND,GABRB2,GRID2,GRIN2D,GRIN2A,GPRIN1,GABRA4,GRIA3,GABRB1,GABRG3,GABRA3,GABRA2,GRID1,GABRG2,GRIA1,CHRNA10,GRIN2C,GABRQ,GRIK4,CHRNB1,CHRNE,GRIN2B,GABRE,GRIK5,GRIN3A,GRIK1,GRIA4,GABRR2,GABRB3,GABRA5"
Small GTPase Binding (GO:0031267),0.4061642569060725,1.865639633930632,0.0,0.045095962574089016,199,194,"FGD4,AFDN,RIMS1,RPTOR,TNPO3,RNF152,PLEKHG1,XPO5,BICDL1,USP33,DOCK4,FGD6,RAB11FIP4,RAB3GAP2,RABGAP1,EXOC5,MPZ,MYO5A,PLCE1,RAB11FIP3,FGD1,EPS8,RAPGEF6,TBC1D30,ULK1,PLEKHG3,RIC1,TRIOBP,EXOC2,PRICKLE1,GIT2,UNC13D,DENND5A,RCC1,EVI5,ERC1,MYO9B,WDR44,GAPVD1,RAB3GAP1,MYO5B,ANKFY1,CDC42EP5,BRAF,IQGAP1,ABI2,MICALL1,CDKL5,RIN3,EHD1,DOCK7,CDC42EP2,RANBP2,PKN2,RHOBTB3,GARRE1,RABGGTA,USP6NL,GIT1,SORL1,DEPDC5,ARHGEF16,GCC2,SH3BP4,OCRL,AKAP13,REPS1,CYRIB,GCC1,DOCK5,CYFIP1,DMXL2,RINL,TBC1D20,WASF1,FGD2,RAP1GAP,TNFAIP1,KIF3B,SGSM3,AP3M1,KNTC1,CDC42EP4,DENND10,BIRC5,SIKE1,RANGAP1,FGD5,NCKAP1,GGA1,DNM1L,SRGAP2,ALS2,ARHGAP1,PLEKHG2,DAPK3,AP1G1,RTKN,TSC2,RCC2,CCDC186,CDC42EP3,ALS2CL,NOXA1,ATP6AP1,PPP6R1,MYCBP2,PARD6A,ANKRD27,PICALM,TMEM127,GGA2,CDC42EP1,SGSM2,FLNA,PEX5L,DOCK3,DENND5B,DVL3,BICD2,NGFR,ODF2,TRIP11,HPS4,MLPH,MTSS2,EVI5L,YBX3,STRN3,LZTR1,RGPD8,GOLGA8B,FMNL1,PEX5,RANBP9,NUTF2,EXPH5,TBC1D7,HACE1,GOLGA4,RUSC2,VPS9D1,GGA3,CAV1,UNC13B,IQGAP2,MAPKAP1,MYO1E,RAB8A,RIN1,RNF41,NDRG1,CHML,RAB29,XPO4,LRRK2,ARHGEF2,RABGGTB,ARFIP2,ARHGDIB,PKN1,WAS,RANBP1,RGPD1,CIMAP3,SOD1,NPC1L1,BICD1,IFT20,EXOC8,FGD3,RILPL1,PDE6D,RABGEF1,RAB34,DOCK1,SGSM1,NOX1,RANGRF,RABGAP1L,WHAMM,SPHK2,HPS6,RAPGEF4,RIN2,RANBP3,KCTD13,KIF3A,PIH1D2,DOCK2,BRK1,LSM2,CIB1,RILPL2"
Cysteine-Type Deubiquitinase Activity (GO:0004843),0.464078513356903,1.8317883497005987,0.001736111111111111,0.04591242077974511,96,71,"USP24,MAGI1,USP13,USP33,USP8,USP34,USP48,USP53,USP15,UCHL1,USP9X,USP32,USP38,OTULIN,USP47,USP5,USP19,USP7,USP37,USP28,USP14,CYLD,USP9Y,OTUD5,OTUD3,USP22,UCHL5,USP44,DESI2,OTUD7B,USP30,USP25,USP49,USP46,TNFAIP3,USP40,YOD1,VCPIP1,USP20,USP11,USP42,OTUD7A,OTUD4,USP45,ZRANB1,UFD1,USP4,USP1,USP35,OTUB2,USP39,USP6,USP3,USP36,USP21,TANK,USP54,USP27X,USP51,MINDY3,OTUB1,USP18,UCHL3,ZC3H12A,OTUD6B,USP12,JOSD1,USP2,ATXN3,OTUD1,JOSD2"
Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714),0.49602856284871244,1.7988763476767724,0.0016778523489932886,0.047276363810222,50,47,"FGFR2,PDGFRA,NRP1,DDR2,EPHB6,NTRK2,NTRK1,IGF2R,NTRK3,IGF1R,RET,FGFRL1,TYRO3,FGFR3,INSR,TEK,FLT1,LTK,EPHB4,EPHB3,KDR,INSRR,FGFR1,AXL,EPHA1,KIT,EPHA3,TIE1,RORA,ROS1,EPHA2,FLT4,MERTK,FGFR4,PDGFRB,DDR1,MST1R,RYK,SLTM,EGFR,ERBB2,ERBB4,CSF1R,EFEMP1,EPHA8,CRIM1,NRP2"
Tubulin Binding (GO:0015631),0.3706875652891196,1.8139086834879352,0.0,0.04762074399619761,326,312,"REEP1,DIP2B,PRNP,KIF5C,TUBGCP4,CAMSAP1,ARL4C,MTCL1,AGBL4,NDE1,FSD1,TTLL7,GAS2L1,ARHGEF7,RABGAP1,TAOK1,KIF13B,TTLL4,CKAP5,NEFH,STMN2,KIF2C,EML4,SKA1,DIXDC1,NEFM,TTLL11,CGN,MED12,CLASP1,KIF26A,DST,GTSE1,CCSER2,WIPF3,RAB11FIP5,SETD2,MAP4,TOGARAM1,DCX,STARD9,KIF17,TBCD,BCL2L11,FYN,MAP4K4,WASHC1,CEP295,KIF23,UNC5C,EML6,GAS2L3,RMDN3,KNL1,TUBGCP3,SUN2,SKA3,APPL1,SPIRE2,EZR,MAP1B,HAUS6,GAS8,FAM83D,LUZP1,CENPE,PRC1,RACGAP1,NUSAP1,SLC6A4,DCTN1,EML5,KIF18B,SPAG5,KIF1B,DAG1,KIF15,PLK1,KIF20A,REEP3,NDC80,SPC24,MAP7D3,AGBL2,BRCA2,KIFC1,KIF21B,METAP1,PHF6,KIF14,GIT1,DLGAP5,CDK5RAP2,AGBL5,TPR,NEFL,NAV3,TUBGCP5,TPPP,INO80,HOOK3,SLC25A23,VASH2,CEP57L1,CCDC66,CLIP1,SPATA4,DNM2,JMY,MTUS1,DDX3X,DNM1,KIF3B,PAFAH1B1,KIF2A,SPIRE1,KIF20B,TRIM36,HOOK2,KIF13A,DNM3,REEP4,TBCE,KIF22,PSRC1,BIRC5,LRPPRC,CLASP2,RAB11A,EML3,AGTPBP1,DYRK1A,DNM1L,RITA1,NEDD1,MAST2,TTLL12,ABRAXAS2,BRCA1,CEP135,KIF18A,DCDC1,ATF5,KIF5A,TERF1,RCC2,EML1,NUF2,CCSAP,MAP1S,LRRC61,AGBL1,FNTA,CEP44,HDGFL3,EML2,CAPN6,GAPDH,BRSK1,GOLGA2,CCT5,MAPT,KIF6,TTLL6,KIF5B,MAP10,IRAG2,MAP1LC3A,NUMA1,GABARAPL1,FMR1,PEX14,TPPP3,CCDC88B,FHDC1,MAP6,MDM1,MX2,SSNA1,HDAC6,TUBGCP6,MAP7D2,FAM161A,CCDC88A,VAPB,CDK5R1,RMDN2,EFHC1,RGS14,VTA1,KIF27,DNAI7,TUBGCP2,ARL8A,NCALD,KIFC2,SGIP1,CCDC88C,MAP9,B4GALT1,HAUS8,CLIP2,STMN1,BCCIP,KIF3C,MARK4,OFD1,MAP1LC3B2,SKA2,MAP1LC3B,GJA1,FAM110C,CEP57,SMC3,PRKN,MX1,MAPRE2,FTCD,KATNB1,MAP6D1,TBCEL,KIF19,KIF16B,TBCA,VAPA,RAD51D,MAPRE3,IFT74,CCDC61,SPAST,CLIP3,WDR90,NDRG1,METAP2,PROC,KIF25,EMD,ARL8B,CDK5,BBS4,DYNC1I1,ZNF207,HOOK1,KRIT1,LRRK2,ARHGEF2,CETN3,MACO1,MPG,SPACA9,PACRG,SBDS,REEP2,TRAPPC14,BCAS3,DLEC1,CCDC69,PKN1,KIFC3,VBP1,CIMAP3,KIF7,PRUNE1,UXT,KIF1A,KIF1C,POLG2,STMN3,FGF13,NDEL1,AGBL3,NME8,PDCD5,DNAL1,KATNA1,IFT81,TTLL13,CHORDC1,SAXO1,B9D2,TPGS1,RPS3,S100A9,RMDN1,ENKD1,SPMIP6,HDGF,KIF9,BLOC1S2,TTLL9,GABARAPL2,SAXO2,MID2,CFAP157,WHAMM,MTUS2,KIF21A,SPEF1,GABARAP,TOGARAM2,KIF3A,SVBP,BEX4,TRPV4,CRIPT,TPPP2,S100A8,CCDC181,KIF12,TTLL1,ARL3,SNCA"
Ankyrin Binding (GO:0030506),0.666883621318028,1.835008799170849,0.00558659217877095,0.04784292476134317,18,15,"SCN5A,SPTB,KCNQ2,SPTBN1,RHAG,NRCAM,SLC8A1,PLEC,FLNC,FZR1,RHBG,OBSCN,KCTD6,KCNJ11,SPTBN4"
Neurotransmitter Receptor Activity Involved in Regulation of Postsynaptic Membrane Potential (GO:0099529),0.6158359964127644,1.8001594714676346,0.0037313432835820895,0.04916821353589561,28,18,"CHRND,GRID2,GRIN2D,GRIN2A,GRIA3,GABRA2,GRID1,GRIA1,CHRNA10,GRIN2C,GRIK4,CHRNB1,CHRNE,GRIN2B,GRIK5,GRIN3A,GRIK1,GRIA4"
Insulin Receptor Binding (GO:0005158),0.6329129643090275,1.8055796605323262,0.0035650623885918,0.04938173228290684,19,16,"GRB10,ENPP1,IGF1,IRS1,IGF1R,SHC1,IGF2,PTPN11,PHIP,PIK3R1,SORBS1,SNX1,CCDC88A,IRS2,SNX2,SNX4"
Histone Acetyltransferase Activity (GO:0004402),0.5695403152503198,1.837455666406796,0.0018726591760299626,0.05036097343299282,29,28,"TAF1,GDNF,KAT6A,SRCAP,EP300,BAZ1A,KAT2B,CLOCK,CREBBP,NCOA3,KAT14,BRCA2,MCM3AP,KAT6B,USP22,HAT1,NAA50,TADA2A,PHF10,KAT7,KAT2A,NAA40,ING3,TAF10,KAT8,NAA60,TAF9,KAT5"
SH3 Domain Binding (GO:0017124),0.4867768017009666,1.7801494922854664,0.0016778523489932886,0.05383827874146137,51,49,"AFAP1L2,SHANK3,WIPF1,ABL1,CRB3,ADAM15,ADAM12,NCF1,SHANK1,ABI2,CBL,CABYR,ARHGAP27,SOCS4,REPS1,MYPN,RUFY2,DAB2IP,ADAM9,ESPN,DNM2,WASF2,EVL,RAD9A,NOXA1,GRB2,MAPT,KHDRBS1,AKAP5,LANCL1,CRK,DRD4,DPYSL3,CD2AP,SGIP1,MICAL1,CASP9,PTPN12,PRKN,SKAP1,MAPK15,ELMO1,CYBA,WAS,RUFY1,PLSCR1,CNTNAP1,MMACHC,GPX1"
K63-linked Deubiquitinase Activity (GO:0061578),0.6137516356138714,1.7473493242291818,0.007352941176470588,0.05752772734461102,16,16,"USP8,USP53,USP9X,STAMBP,USP14,CYLD,OTUD5,PSMD14,DESI2,TNFAIP3,YOD1,OTUD4,BRCC3,USP54,STAMBPL1,USP27X"
Voltage-Gated Potassium Channel Activity (GO:0005249),0.45725007456809996,1.7429087705404243,0.0,0.05777522785507231,79,62,"KCND2,KCNA1,KCNA6,KCNQ2,KCNJ6,LRRC26,KCNA2,KCND3,KCNC4,KCNMA1,KCNJ5,KCNJ4,KCNQ3,KCNJ10,KCNK5,PRKD2,KCNT1,HCN2,KCNK1,KCNQ5,HCN3,KCNB1,KCNN1,KCNA4,KCNA7,LRRC38,KCNC3,KCNH7,KCNJ2,KCNJ8,KCNJ16,HCN4,LRRC55,KCNE2,KCNE3,KCNJ15,KCNJ3,KCNJ12,KCNK2,KCNE5,KCNB2,KCNC1,KCNQ4,KCNQ1,KCNJ14,KCNK3,KCNH8,KCNH2,KCNE1,KCNN3,KCNK6,KCNK7,KCNJ11,KCNE4,KCNH3,KCNA5,KCNN2,LRRC52,KCNJ13,KCNT2,KCNK13,KCNS3"
SH2 Domain Binding (GO:0042169),0.5578565985477193,1.7655045884753484,0.003527336860670194,0.05785789106904061,30,26,"AFAP1L2,INPPL1,SH3PXD2B,PTK2,ARHGAP5,IRS1,JAK2,LAX1,SLC6A20,SLC7A8,DAG1,PAG1,NUP62,KHDRBS1,SRC,CRK,CCDC88A,BLNK,NLK,SQSTM1,SKAP1,SH2B2,RUFY1,RACK1,DLC1,TRPV4"
Metallopeptidase Activity (GO:0008237),0.416466041272646,1.7482035120100483,0.0,0.05917414378376655,122,104,"ECEL1,ADAMTS18,MMP28,PRPF8,MMP25,ADAM33,MMP24,ADAMTS12,PAPPA,TRABD2B,ADAMTS17,ADAMTS20,MMP19,ECE1,ADAM18,ADAMTS4,IDE,KEL,ADAM19,ADAM15,ADAM12,DPEP1,MBTPS2,ADAMTS15,BMP1,NRDC,ERAP1,ADAMTS9,KLK6,LNPEP,ADAMTS16,PSMD14,ADAMTS2,METAP1,MMP2,MMP9,PITRM1,ADAM9,ADAM21,ADAM32,MMP10,ADAM20,MMP23B,ADAM22,NLN,MMP16,MMP1,ADAMTS7,ADAMTS8,THOP1,BRCC3,ADAMTS19,ERAP2,SPRTN,MYSM1,ADAM8,PAPPA2,ADAMTS13,MMP14,ADAM10,PHEX,ACE2,TLL2,SPG7,MIPEP,MPND,MMP15,ZMPSTE24,CHMP1A,ADAMTS10,MMP12,METAP2,AFG3L2,PMPCB,ADAM11,CLCA2,ADAM17,TLL1,LAP3,ADAM23,PSMD7,ADAMTS3,PRSS2,EIF3F,OMA1,ADAMTS5,ADAMTS1,NUDT16,COPS6,ADAM28,CLCA1,ADAMTS14,METAP1D,RCE1,TMPRSS6,RNPEP,ADAMTSL2,MMP21,COPS5,EIF3H,ADAMTS6,MMP11,MEP1A,ANPEP"
Carboxylic Acid Transmembrane Transporter Activity (GO:0046943),0.45030443143047905,1.7574019654061737,0.0,0.05917414378376656,76,62,"SLC7A5,SLC16A12,SLC1A3,SLC6A6,GRIN2D,SLC38A5,SLC7A2,SLC5A6,SLC47A1,SLC1A1,SLC6A20,SLC1A6,SLC7A8,SLC19A1,PDPN,ABCC1,SLC38A8,GRIA3,SLC38A1,SLC38A2,SLC6A8,SLC16A13,SLC16A3,SLC16A2,SLC16A1,SLC25A10,SLC6A11,SLC35D1,GRIK5,SLC25A1,SLC16A11,SLC3A2,SLC25A32,SLC16A4,GRIK1,GRIA4,SLC43A1,SLC16A5,SLC25A38,SLC38A10,SLC43A2,SLC16A6,SLC7A6,SLC19A2,SLC7A11,SLC16A14,SLC46A1,SLC1A2,SLC6A13,SLC16A10,SLC1A7,SLC13A3,SLC7A7,SLC36A1,SLC6A9,SLC38A9,SLC25A44,SLC16A9,SLC38A4,SLC6A12,SLC35D2,SLC16A8"
Actin Binding (GO:0003779),0.37285877616458496,1.7050154795464652,0.0,0.059820669794054974,187,179,"CORO7-PAM16,SPTBN2,TLN2,ABL2,SPTB,SYNPO2,SPTAN1,TNNI3,ADCY8,SYNE1,ADD2,SPTBN1,EPS8,PTK2,PHACTR4,AVIL,KCNMA1,ANLN,PLEKHG3,TMSB15C,CGN,COBL,ABL1,UNC13D,TNNT3,FLNB,VASH1,RDX,MICAL2,PDLIM3,MYO9B,MYH10,TPRN,TLNRD1,PDLIM2,MYO6,CORO1A,DBN1,GAS2L3,NOD2,FSCN1,NF2,EZR,MAP1B,SSH2,DAG1,UTRN,DMD,CALD1,MICAL3,PRKCE,VCL,MYH9,EPS8L1,METAP1,MACF1,MYL2,ITGB1,MYO19,PDLIM4,SSH1,FERMT2,VASH2,CXCR4,PARVA,TMSB4X,SHROOM2,PDLIM5,MSN,DBNL,DYRK1A,MAEA,SYNE2,MYOZ3,KIF18A,MYO1F,PRICKLE4,ADD1,MAP1S,RUSC1,SSH3,PHACTR2,CAPZA1,SCIN,MAPT,LIMA1,SORBS1,ACTN4,TWF2,TOX4,MYOZ2,P4HB,ABLIM1,COTL1,FHDC1,FLII,VPS16,TPM2,MLPH,MTSS2,CAP1,MRTFA,CCDC88A,MYL4,LDB3,NANOS3,SMTN,MYRIP,MSRB2,ALKBH4,TNNI2,SLC6A2,ACE,NCALD,GSN,HNRNPU,MICAL1,EPS8L2,IQGAP2,SYNPO,PRKN,PHACTR1,PDLIM1,NOL6,TMOD1,HPCA,KLHL2,GCSAM,FXYD5,PARVB,PFN2,SYNPO2L,TPM1,TNNC2,LMOD3,EMD,CEACAM1,TMSB4Y,CAPZB,PDLIM7,TMSB10,LRRK2,ARPC1A,PFN1,PACRG,GIPC1,ANG,ABRA,CNN2,MSRB1,PLEKHH2,BPNT1,MYOZ1,MYL3,TMPRSS4,TWF1,LRRC10,MEFV,PHACTR3,SPTBN5,FSCN2,HDGF,CORO2B,TNNT2,PFN4,EPS8L3,SPTBN4,BCL7B,LMOD2,DMTN,MTSS1,SPEF1,PAWR,TRPV4,FMN2,GBP1,SNCA,TMSB15B,GC"
Semaphorin Receptor Binding (GO:0030215),0.5730993557862528,1.7510211737480241,0.007259528130671506,0.059908574646331036,22,21,"SEMA6B,SEMA5A,SEMA3F,SEMA6C,SEMA5B,SEMA4B,SEMA4A,SEMA3C,SEMA3B,SEMA3E,SEMA4G,SEMA7A,SEMA3D,SEMA4F,SEMA4D,SEMA3A,SEMA6A,SEMA3G,SH3BP1,SEMA4C,SEMA6D"
Neutral L-amino Acid Transmembrane Transporter Activity (GO:0015175),0.5177197526782592,1.7299449245839427,0.008960573476702509,0.06017268032597244,38,30,"SLC7A5,SLC1A5,SLC1A3,SLC6A6,SLC38A5,SLC25A13,SLC1A1,SLC6A20,SLC1A6,SLC7A8,SLC38A7,SLC38A1,SLC38A2,SLC38A6,SLC36A4,SLC3A2,SLC38A3,SLC43A1,SLC25A38,SLC43A2,SLC1A4,SLC1A2,SLC1A7,SLC36A1,SLC25A12,SLC6A9,SLC38A9,SLC38A4,SLC6A19,SLC7A9"
Protein Serine Kinase Activity (GO:0106310),0.5943316611876759,1.6998035236235867,0.011131725417439703,0.061228341384322836,17,17,"SIK2,GSK3B,PIK3CB,PRKCA,RIPK4,PRKG2,PRKD2,PLK1,PKN2,CSNK1D,PIK3CG,DYRK1A,PRKCD,TBK1,TTBK1,PINK1,PRKD1"
Glutamate Receptor Binding (GO:0035254),0.5767877731553532,1.7055231599557739,0.012195121951219513,0.06130749057502528,21,20,"NETO2,MPP2,SHANK3,DLG1,SHANK1,HOMER1,MPP3,SHANK2,SYNDIG1,HIP1,GNAS,NSF,SHISA6,HOMER2,HOMER3,LLGL1,NETO1,SQSTM1,CAMK2A,IGSF11"
Solute:Proton Symporter Activity (GO:0015295),0.6053760592812164,1.7311878688177984,0.007220216606498195,0.06173715761026709,18,16,"SLC15A4,SLC25A18,SLC15A2,SLC15A3,SLC25A22,SLC16A3,SLC16A1,SLC17A5,SLC2A13,SLC25A3,SLC46A1,SLC2A9,SLC36A1,SLC11A2,SLC2A10,SLC15A1"
Telomeric DNA Binding (GO:0042162),0.5083045214026767,1.7066187413509863,0.006956521739130435,0.06237566280914967,35,33,"SMG6,POLR1A,UPF1,SMG5,SMG1,SMG7,UPF2,POLR1B,CTC1,XRCC6,TERF1,RAD50,BLM,XRCC5,ZBTB48,POT1,TELO2,PIF1,KDM1A,DNAJC5,HNRNPA2B1,HMBOX1,STN1,WRN,HNRNPD,UPF3A,ZBTB10,PURA,TERF2IP,TINF2,APEX1,TERF2,TEN1"
Deubiquitinase Activity (GO:0101005),0.4193030747909471,1.7085793326242567,0.005119453924914676,0.06295121679124101,111,85,"USP24,MAGI1,PRPF8,USP13,USP33,USP8,USP34,USP48,USP53,USP15,UCHL1,USP9X,STAMBP,USP32,USP38,OTULIN,USP47,USP5,USP19,USP7,USP37,USP28,USP14,CYLD,USP9Y,OTUD5,PSMD14,OTUD3,USP22,UCHL5,USP44,DESI2,OTUD7B,USP30,USP25,USP49,USP46,TNFAIP3,USP40,YOD1,VCPIP1,USP20,USP11,USP42,OTUD7A,OTUD4,USP45,ZRANB1,UFD1,USP4,USP1,BRCC3,MYSM1,USP35,OTUB2,USP39,MINDY2,USP6,USP3,USP36,USP21,TANK,USP54,STAMBPL1,USP27X,MINDY1,USP51,PSMD7,MINDY3,EIF3F,OTUB1,USP18,UCHL3,COPS6,ZC3H12A,OTUD6B,USP12,JOSD1,USP2,ATXN3,OTUD1,MINDY4,COPS5,EIF3H,JOSD2"
"DNA Binding, Bending (GO:0008301)",0.6194544266491699,1.714572649461926,0.010327022375215147,0.06302990581223007,17,15,"LEF1,HMGA2,TOP2A,HMGB2,FOXD1,HMGA1,SAP30L,FOXD4,TERF1,TOP1,FOXL1,HMGB3,HMGB1,TFAM,HHEX"
Phosphatidylinositol-3-Phosphate Phosphatase Activity (GO:0004438),0.6116430114785845,1.720085522883161,0.016304347826086956,0.06358072895915343,15,15,"MTMR3,SYNJ1,MTMR9,MTMR10,MTMR12,MTMR1,SYNJ2,MTMR6,SACM1L,MTMR11,MTMR4,MTMR2,PTEN,MTMR14,MTMR7"
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843),0.4573854267776376,1.7162017832670078,0.0017391304347826088,0.06412901375056101,75,60,"KCND2,CACNA2D3,KCNA1,CACNG4,KCNA6,CACNA1C,KCNQ2,CACNA1E,LRRC26,KCNA2,ITGAV,KCNC4,KCNMA1,HCN1,KCNQ3,PRKD2,CACNA1H,HCN2,KCNK1,KCNQ5,HCN3,CATSPER3,KCNA4,CACNA2D2,LRRC38,KCNC3,HCN4,LRRC55,CACNA1B,CACNA2D1,TRPV1,CACNB3,CACNA1G,NCS1,KCNC1,CACNB1,KCNQ4,KCNQ1,CACNA1S,CATSPER2,CACNA1D,KCNH8,TMC2,KCNH2,KCNE1,RYR1,CACNB4,TMEM109,KCNJ11,KCNH3,CACNA1A,KCNA5,CYBB,HVCN1,CACNG8,LRRC52,TPCN2,CACNB2,CACNG6,CACNA2D4"
GTPase Binding (GO:0051020),0.3668743999733135,1.7093263340335922,0.0,0.06451545914787185,225,220,"FGD4,AFDN,RIMS1,RPTOR,TNPO3,RNF152,PLEKHG1,XPO5,BICDL1,USP33,DOCK4,FGD6,RAB11FIP4,RAB3GAP2,RABGAP1,EXOC5,MPZ,MYO5A,PLCE1,RAB11FIP3,SPTBN1,FGD1,EPS8,RAPGEF6,TBC1D30,ULK1,PLEKHG3,RIC1,IARS1,TRIOBP,EXOC2,GNB3,PRICKLE1,GIT2,UNC13D,DENND5A,RCC1,EVI5,ERC1,MYO9B,WDR44,GAPVD1,RAB3GAP1,MYO5B,ANKFY1,CDC42EP5,BRAF,IQGAP1,ABI2,MICALL1,CDKL5,RIN3,EHD1,DOCK7,CDC42EP2,RANBP2,PKN2,RHOBTB3,GARRE1,RABGGTA,USP6NL,GIT1,SORL1,DEPDC5,ARHGEF16,HSP90AA1,GCC2,SH3BP4,OCRL,AKAP13,REPS1,CYRIB,GCC1,DOCK5,CYFIP1,DMXL2,RINL,TBC1D20,WASF1,GNB1,FGD2,RAP1GAP,TNFAIP1,KIF3B,SGSM3,AP3M1,KNTC1,CDC42EP4,DENND10,BIRC5,SIKE1,RANGAP1,FGD5,NCKAP1,ENO1,GGA1,DNM1L,SRGAP2,ALS2,ARHGAP1,PLEKHG2,DAPK3,AP1G1,RTKN,RASIP1,TSC2,RCC2,CCDC186,CDC42EP3,ALS2CL,NOXA1,ATP6AP1,PPP6R1,MYCBP2,PARD6A,ANKRD27,PICALM,TMEM127,GGA2,BNIP3,CDC42EP1,SGSM2,FLNA,TOX4,PEX5L,DOCK3,DENND5B,DVL3,BICD2,NGFR,RRAGD,ODF2,TRIP11,HPS4,MLPH,MTSS2,EVI5L,YBX3,STRN3,LZTR1,RGPD8,GOLGA8B,YBX1,AMBRA1,FMNL1,PEX5,RANBP9,SYNGAP1,NUTF2,EXPH5,TBC1D7,HACE1,EPRS1,GOLGA4,RUSC2,VPS9D1,GGA3,CAV1,UNC13B,RRAGB,IQGAP2,MAPKAP1,MARCHF5,MYO1E,FNBP1L,RAB8A,RIN1,RNF41,NDRG1,CHML,RAB29,XPO4,LRRK2,ARHGEF2,RABGGTB,ARFIP2,ARHGDIB,PKN1,WAS,RANBP1,RGPD1,CIMAP3,SOD1,ATG14,NPC1L1,BICD1,ATG16L1,RRAGC,IFT20,EXOC8,FGD3,RILPL1,PDE6D,AIMP1,RABGEF1,RAB34,DOCK1,SGSM1,GNB2,NOX1,RANGRF,RABGAP1L,WHAMM,SPHK2,HPS6,RAPGEF4,RIN2,RANBP3,KCTD13,KIF3A,STOML2,PIH1D2,DOCK2,BRK1,LSM2,BECN1,CIB1,RILPL2,RADIL,LAMTOR1"
ADP Binding (GO:0043531),0.5375882985409947,1.682621612146539,0.014035087719298246,0.0646898694454753,28,26,"GRID2,ACTA1,SEC14L2,NLRP3,MYO9B,MYH10,MYO6,MYO3A,NOD2,GCLC,MYH9,GRID1,PGK1,MSH6,PPP5C,MYO18A,MSH2,PCDHB16,PRKAG2,LONP1,ATP5F1A,PRKAG1,ABCG1,COQ8A,ERN1,ATP5F1D"
