chromosome	start	end	strand	gene_id	gene_name	transcript_id	protein_id	uniprot_id	entrez_id
Y	9466955	9469749	+	ENSG00000258992	TSPY1	ENST00000451548	ENSP00000403304	Q01534	128966595
Y	9466955	9469749	+	ENSG00000258992	TSPY1	ENST00000451548	ENSP00000403304	Q01534	128966599
Y	9466955	9469749	+	ENSG00000258992	TSPY1	ENST00000451548	ENSP00000403304	Q01534	128966647
Y	9466955	9469749	+	ENSG00000258992	TSPY1	ENST00000451548	ENSP00000403304	Q01534	128966655
Y	9466955	9469749	+	ENSG00000258992	TSPY1	ENST00000451548	ENSP00000403304	Q01534	128966656
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	7258
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	728132
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124905613
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124905614
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124905618
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124905627
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124909305
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124909317
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124909329
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	124909332
Y	9487267	9490081	+	ENSG00000238074	TSPY9	ENST00000440215	ENSP00000499192	A0A494C1R9	128966591
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	728137
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	100289087
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905614
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905615
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905617
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905618
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905619
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905620
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905624
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905625
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905626
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905627
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905628
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124905629
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124908978
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124908979
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124908980
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124908981
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124909093
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124909197
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124909294
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124909306
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	124909318
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	128966595
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	128966599
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	128966647
Y	9527880	9530682	+	ENSG00000236424	TSPY10	ENST00000428845	ENSP00000406407	P0CW01	128966655
Y	6246223	6249019	+	ENSG00000168757	TSPY2	ENST00000320701	ENSP00000314077	A6NKD2	64591
22	20495913	20587632	+	ENSG00000099917	MED15	ENST00000263205	ENSP00000263205	Q96RN5	51586
22	30262829	30266851	-	ENSG00000099985	OSM	ENST00000215781	ENSP00000215781	P13725	5008
22	36860988	36878017	+	ENSG00000100365	NCF4	ENST00000248899	ENSP00000248899	Q15080	4689
22	39570753	39689735	+	ENSG00000100346	CACNA1I	ENST00000402142	ENSP00000385019	Q9P0X4	8911
22	35066136	35087387	+	ENSG00000175329	ISX	ENST00000404699	ENSP00000386037	Q2M1V0	91464
22	39743044	39893864	-	ENSG00000176177	ENTHD1	ENST00000325157	ENSP00000317431	Q8IYW4	150350
22	30240453	30246759	-	ENSG00000128342	LIF	ENST00000249075	ENSP00000249075	P15018	3976
22	39120167	39152680	-	ENSG00000100307	CBX7	ENST00000216133	ENSP00000216133	O95931	23492
22	43923792	43964488	+	ENSG00000100344	PNPLA3	ENST00000216180	ENSP00000216180	Q9NST1	80339
22	43528744	43812337	-	ENSG00000186976	EFCAB6	ENST00000262726	ENSP00000262726	Q5THR3	64800
22	46762617	47175699	+	ENSG00000054611	TBC1D22A	ENST00000337137	ENSP00000336724	Q8WUA7	25771
22	39312882	39320389	-	ENSG00000100316	RPL3	ENST00000216146	ENSP00000346001	P39023	6122
22	46296870	46330810	+	ENSG00000075218	GTSE1	ENST00000454366	ENSP00000415430	Q9NYZ3	51512
22	43955442	44010531	+	ENSG00000100347	SAMM50	ENST00000350028	ENSP00000345445	Q9Y512	25813
22	46267961	46294008	+	ENSG00000075234	TTC38	ENST00000381031	ENSP00000370419	Q5R3I4	55020
22	37697048	37776556	+	ENSG00000100106	TRIOBP	ENST00000644935	ENSP00000496394	Q9H2D6	11078
22	49960768	49964072	+	ENSG00000198355	PIM3	ENST00000360612	ENSP00000353824	Q86V86	415116
22	50309030	50327012	-	ENSG00000205593	DENND6B	ENST00000413817	ENSP00000391524	Q8NEG7	414918
22	46684410	46738252	-	ENSG00000100422	CERK	ENST00000216264	ENSP00000216264	Q8TCT0	64781
22	50343304	50445090	+	ENSG00000100239	PPP6R2	ENST00000612753	ENSP00000478417	O75170	9701
22	44492583	44498233	-	ENSG00000188636	RTL6	ENST00000341255	ENSP00000340434	Q6ICC9	84247
22	36800684	36819479	-	ENSG00000100362	PVALB	ENST00000417718	ENSP00000400247	P20472	5816
22	39349925	39385575	+	ENSG00000100321	SYNGR1	ENST00000328933	ENSP00000332287	O43759	9145
22	39223359	39244982	-	ENSG00000100311	PDGFB	ENST00000331163	ENSP00000330382	P01127	5155
22	43411196	43507848	+	ENSG00000186732	MPPED1	ENST00000443721	ENSP00000400686	O15442	758
22	46255663	46263343	-	ENSG00000130943	PKDREJ	ENST00000253255	ENSP00000253255	Q9NTG1	10343
22	37830855	37849327	-	ENSG00000100124	ANKRD54	ENST00000215941	ENSP00000215941	Q6NXT1	129138
22	43151547	43163242	+	ENSG00000100300	TSPO	ENST00000337554	ENSP00000338004	P30536	706
22	44243665	44312951	-	ENSG00000138944	SHISAL1	ENST00000381176	ENSP00000370568	Q3SXP7	85352
22	28883572	29057488	+	ENSG00000183579	ZNRF3	ENST00000544604	ENSP00000443824	Q9ULT6	84133
22	32354885	32361161	+	ENSG00000128276	RFPL3	ENST00000249007	ENSP00000249007	O75679	10738
22	32387582	32412248	-	ENSG00000100220	RTCB	ENST00000216038	ENSP00000216038	Q9Y3I0	51493
22	31944522	31957603	+	ENSG00000128245	YWHAH	ENST00000248975	ENSP00000248975	Q04917	7533
22	26429260	26445015	+	ENSG00000128203	ASPHD2	ENST00000215906	ENSP00000215906	Q6ICH7	57168
22	26483877	26494658	+	ENSG00000100104	SRRD	ENST00000215917	ENSP00000215917	Q9UH36	402055
22	26491225	26512505	-	ENSG00000100109	TFIP11	ENST00000407690	ENSP00000384421	Q9UBB9	24144
22	26599278	26618027	-	ENSG00000100122	CRYBB1	ENST00000647684	ENSP00000497249	P53674	1414
22	26621963	26630669	+	ENSG00000196431	CRYBA4	ENST00000354760	ENSP00000346805	P53673	1413
22	37180166	37199385	-	ENSG00000133466	C1QTNF6	ENST00000337843	ENSP00000338812	Q9BXI9	114904
22	37204237	37212477	-	ENSG00000278195	SSTR3	ENST00000610913	ENSP00000480971	P32745	6753
22	37065436	37109713	-	ENSG00000187045	TMPRSS6	ENST00000676104	ENSP00000501573	Q8IU80	164656
22	24270817	24417739	+	ENSG00000100014	SPECC1L	ENST00000314328	ENSP00000325785	Q69YQ0	23384
22	24270898	24442356	+	ENSG00000258555	SPECC1L-ADORA2A	ENST00000358654			
22	24417879	24442357	+	ENSG00000128271	ADORA2A	ENST00000337539	ENSP00000336630	P29274	135
22	24494107	24528390	+	ENSG00000100024	UPB1	ENST00000326010	ENSP00000324343	Q9UBR1	51733
22	24555958	24582052	+	ENSG00000100028	SNRPD3	ENST00000215829	ENSP00000215829	P62318	6634
22	24556007	24628987	+	ENSG00000286070		ENST00000652248			
22	24585620	24593208	-	ENSG00000178026	LRRC75B	ENST00000318753	ENSP00000320520	Q2VPJ9	388886
22	24594811	24629005	+	ENSG00000100031	GGT1	ENST00000400382	ENSP00000383232	P19440	2678
22	48489553	48850912	+	ENSG00000219438	TAFA5	ENST00000402357	ENSP00000383933	Q7Z5A7	25817
22	21759657	21867680	-	ENSG00000100030	MAPK1	ENST00000215832	ENSP00000215832	P28482	5594
22	29883169	30030868	+	ENSG00000100330	MTMR3	ENST00000401950	ENSP00000384651	Q13615	8897
22	25742144	26031045	+	ENSG00000133454	MYO18B	ENST00000335473	ENSP00000334563	Q8IUG5	84700
22	40346529	40410054	+	ENSG00000284431		ENST00000639722			
22	40370591	40410289	+	ENSG00000100359	SGSM3	ENST00000248929	ENSP00000248929	Q96HU1	27352
22	30925130	30968774	-	ENSG00000133422	MORC2	ENST00000397641	ENSP00000380763	Q9Y6X9	22880
22	18906028	18914238	+	ENSG00000183628	DGCR6	ENST00000331444	ENSP00000331681	Q14129	8214
22	18906238	18947732	+	ENSG00000283809		ENST00000638240			
22	38778508	38794198	-	ENSG00000100246	DNAL4	ENST00000216068	ENSP00000216068	O96015	10126
22	38861422	38872249	-	ENSG00000183741	CBX6	ENST00000407418	ENSP00000384490	O95503	23466
22	38982347	38992804	+	ENSG00000179750	APOBEC3B	ENST00000333467	ENSP00000327459	Q9UH17	9582
22	39014257	39020352	+	ENSG00000244509	APOBEC3C	ENST00000361441	ENSP00000355340	Q9NRW3	27350
22	39014363	39033276	+	ENSG00000284554		ENST00000381568			
22	39040604	39055972	+	ENSG00000128394	APOBEC3F	ENST00000308521	ENSP00000309749	Q8IUX4	200316
22	39077067	39087743	+	ENSG00000239713	APOBEC3G	ENST00000407997	ENSP00000385057	Q9HC16	60489
22	39399778	39437060	+	ENSG00000100324	TAB1	ENST00000216160	ENSP00000216160	Q15750	10454
22	39457012	39492194	+	ENSG00000128268	MGAT3	ENST00000341184	ENSP00000345270	Q09327	4248
22	39499432	39518132	+	ENSG00000100335	MIEF1	ENST00000325301	ENSP00000327124	Q9NQG6	54471
22	39529093	39532761	-	ENSG00000187051	RPS19BP1	ENST00000334678	ENSP00000333948	Q86WX3	91582
22	17563450	17590995	+	ENSG00000182902	SLC25A18	ENST00000327451	ENSP00000329033	Q9H1K4	83733
22	17592136	17628749	-	ENSG00000131100	ATP6V1E1	ENST00000253413	ENSP00000253413	P36543	529
22	17628855	17730855	+	ENSG00000099968	BCL2L13	ENST00000317582	ENSP00000318883	Q9BXK5	23786
22	17787649	18024561	-	ENSG00000243156	MICAL3	ENST00000441493	ENSP00000416015	Q7RTP6	57553
22	50738196	50745339	+	ENSG00000100312	ACR	ENST00000216139	ENSP00000216139	P10323	49
22	46330875	46357340	+	ENSG00000100416	TRMU	ENST00000645190	ENSP00000496496	O75648	55687
22	46576012	46679790	+	ENSG00000075240	GRAMD4	ENST00000406902	ENSP00000385689	Q6IC98	23151
22	46360834	46537620	-	ENSG00000075275	CELSR1	ENST00000674500			9620
22	17734138	17774770	-	ENSG00000015475	BID	ENST00000622694	ENSP00000480414	P55957	637
22	43999211	44172939	+	ENSG00000188677	PARVB	ENST00000338758	ENSP00000342492	Q9HBI1	29780
22	41301525	41360147	+	ENSG00000100403	ZC3H7B	ENST00000352645	ENSP00000345793	Q9UGR2	23264
22	41367333	41399326	+	ENSG00000167074	TEF	ENST00000266304	ENSP00000266304	Q10587	7008
22	41459717	41468692	-	ENSG00000100410	PHF5A	ENST00000216252	ENSP00000216252	Q7RTV0	84844
22	41525799	41544606	-	ENSG00000100413	POLR3H	ENST00000355209	ENSP00000347345	Q9Y535	171568
22	41576900	41589871	-	ENSG00000100417	PMM1	ENST00000216259	ENSP00000216259	Q92871	5372
22	41598028	41621043	-	ENSG00000100418	DESI1	ENST00000263256	ENSP00000263256	Q6ICB0	27351
22	41621163	41664048	+	ENSG00000196419	XRCC6	ENST00000360079	ENSP00000353192	P12956	2547
22	41673933	41690504	-	ENSG00000100138	SNU13	ENST00000401959	ENSP00000383949	P55769	4809
22	28742039	28757515	+	ENSG00000100209	HSCB	ENST00000216027	ENSP00000216027	Q8IWL3	150274
22	19941371	19969975	+	ENSG00000093010	COMT	ENST00000361682	ENSP00000354511	P21964	1312
22	19969896	20016823	-	ENSG00000099889	ARVCF	ENST00000263207	ENSP00000263207	O00192	421
22	20017014	20067164	+	ENSG00000183597	TANGO2	ENST00000327374	ENSP00000332721	Q6ICL3	128989
22	20129456	20148007	+	ENSG00000099904	ZDHHC8	ENST00000334554	ENSP00000334490	Q9ULC8	29801
22	20148416	20151055	-	ENSG00000234409	CCDC188	ENST00000439765	ENSP00000409542	H7C350	388849
22	19330698	19447450	-	ENSG00000100084	HIRA	ENST00000263208	ENSP00000263208	P54198	7290
22	19449911	19479202	-	ENSG00000070010	UFD1	ENST00000263202	ENSP00000263202	Q92890	7353
22	19479457	19520612	+	ENSG00000093009	CDC45	ENST00000263201	ENSP00000263201	O75419	8318
22	19714503	19724224	+	ENSG00000184702	SEPTIN5	ENST00000455784	ENSP00000391311	Q99719	5413
22	19717220	19724772	+	ENSG00000284874		ENST00000455843			
22	19723539	19724771	+	ENSG00000203618	GP1BB	ENST00000366425	ENSP00000383382	P13224	2812
22	19783223	19854939	-	ENSG00000185838	GNB1L	ENST00000329517	ENSP00000331313	Q9BYB4	54584
22	20241415	20283246	-	ENSG00000040608	RTN4R	ENST00000043402	ENSP00000043402	Q9BZR6	65078
22	20314238	20320080	-	ENSG00000128185	DGCR6L	ENST00000248879	ENSP00000248879	Q9BY27	85359
22	19875517	19941820	-	ENSG00000184470	TXNRD2	ENST00000400521	ENSP00000383365	Q9NNW7	10587
22	50170731	50180295	+	ENSG00000073150	PANX2	ENST00000395842	ENSP00000379183	Q96RD6	56666
22	50185913	50199598	+	ENSG00000170638	TRABD	ENST00000380909	ENSP00000370295	Q9H4I3	80305
22	50245450	50261716	-	ENSG00000188130	MAPK12	ENST00000215659	ENSP00000215659	P53778	6300
22	50263713	50270767	-	ENSG00000185386	MAPK11	ENST00000330651	ENSP00000333685	Q15759	5600
22	19351368	19447711	-	ENSG00000242259	C22orf39	ENST00000399562	ENSP00000382474	Q6P5X5	128977
22	41699503	41799456	+	ENSG00000167077	MEI1	ENST00000401548	ENSP00000384115	Q5TIA1	150365
22	41922032	41926806	-	ENSG00000159958	TNFRSF13C	ENST00000291232	ENSP00000291232	Q96RJ3	115650
22	42058334	42070842	-	ENSG00000198951	NAGA	ENST00000396398	ENSP00000379680	P17050	4668
22	42074248	42079438	+	ENSG00000177096	PHETA2	ENST00000321753	ENSP00000312753	Q6ICB4	150368
22	41800679	41832164	+	ENSG00000100147	CCDC134	ENST00000255784	ENSP00000255784	Q9H6E4	79879
22	35257452	35295807	+	ENSG00000100281	HMGXB4	ENST00000216106	ENSP00000216106	Q9UGU5	10042
22	35400134	35425431	+	ENSG00000100297	MCM5	ENST00000216122	ENSP00000216122	P33992	4174
22	35380361	35394214	+	ENSG00000100292	HMOX1	ENST00000216117	ENSP00000216117	P09601	3162
22	24540423	24555935	-	ENSG00000138867	GUCD1	ENST00000435822	ENSP00000405985	Q96NT3	83606
22	36560857	36703752	-	ENSG00000166862	CACNG2	ENST00000300105	ENSP00000300105	Q9Y698	10369
22	32218464	32255347	-	ENSG00000100191	SLC5A4	ENST00000266086	ENSP00000266086	Q9NY91	6527
22	33162226	33922841	-	ENSG00000133424	LARGE1	ENST00000397394	ENSP00000380549	O95461	9215
22	39097224	39104067	+	ENSG00000100298	APOBEC3H	ENST00000442487	ENSP00000411754	Q6NTF7	164668
22	36991120	37007851	-	ENSG00000185264	CIMIP4	ENST00000381821	ENSP00000371243	O43247	339669
22	37943050	37953669	-	ENSG00000128346	C22orf23	ENST00000403305	ENSP00000384667	Q9BZE7	84645
22	37952607	38041915	+	ENSG00000100142	POLR2F	ENST00000442738	ENSP00000403852	P61218	5435
22	38056311	38075701	+	ENSG00000100151	PICK1	ENST00000356976	ENSP00000349465	Q9NRD5	9463
22	38084652	38111015	-	ENSG00000128298	BAIAP2L2	ENST00000381669	ENSP00000371085	Q6UXY1	80115
22	21628089	21630064	-	ENSG00000161179	YDJC	ENST00000292778	ENSP00000292778	A8MPS7	150223
22	21632716	21637329	+	ENSG00000161180	CCDC116	ENST00000292779	ENSP00000292779	Q8IYX3	164592
22	21642302	21644299	+	ENSG00000128228	SDF2L1	ENST00000248958	ENSP00000248958	Q9HCN8	23753
22	21666000	21700015	+	ENSG00000100023	PPIL2	ENST00000398831	ENSP00000381812	Q13356	23759
22	21697536	21735794	-	ENSG00000100027	YPEL1	ENST00000339468	ENSP00000342832	O60688	29799
22	20394115	20408461	+	ENSG00000185252	ZNF74	ENST00000400451	ENSP00000383301	Q16587	7625
22	20429241	20446620	-	ENSG00000277971		ENST00000429594			
22	20441519	20495844	-	ENSG00000099910	KLHL22	ENST00000328879	ENSP00000331682	Q53GT1	84861
22	23957414	23961195	-	ENSG00000133433	GSTT2B	ENST00000290765	ENSP00000290765	P0CG30	653689
22	23966888	23972556	+	ENSG00000099974	DDTL	ENST00000215770	ENSP00000215770	A6NHG4	100037417
22	24011192	24178628	+	ENSG00000099991	CABIN1	ENST00000263119	ENSP00000263119	Q9Y6J0	23523
22	29073035	29168333	+	ENSG00000183762	KREMEN1	ENST00000400335	ENSP00000383189	Q96MU8	83999
22	29205896	29259597	+	ENSG00000186998	EMID1	ENST00000334018	ENSP00000335481	Q96A84	129080
22	29259872	29268209	-	ENSG00000100263	RHBDD3	ENST00000216085	ENSP00000216085	Q9Y3P4	25807
22	29312933	29319679	-	ENSG00000100276	RASL10A	ENST00000216101	ENSP00000216101	Q92737	10633
22	29480218	29491390	+	ENSG00000100285	NEFH	ENST00000310624	ENSP00000311997	P12036	4744
22	29505879	29555216	-	ENSG00000100296	THOC5	ENST00000490103	ENSP00000420306	Q13769	8563
22	29554808	29581327	-	ENSG00000184117	NIPSNAP1	ENST00000216121	ENSP00000216121	Q9BPW8	8508
22	29720003	29731833	+	ENSG00000100314	CABP7	ENST00000216144	ENSP00000216144	Q86V35	164633
22	29730956	29767011	-	ENSG00000100319	ZMAT5	ENST00000344318	ENSP00000344241	Q9UDW3	55954
22	29767369	29770413	+	ENSG00000184076	UQCR10	ENST00000330029	ENSP00000332887	Q9UDW1	29796
22	30285117	30289622	-	ENSG00000239282	CASTOR1	ENST00000407689	ENSP00000384183	Q8WTX7	652968
22	30285238	30299482	-	ENSG00000248751		ENST00000434291			
22	30291990	30326947	-	ENSG00000099992	TBC1D10A	ENST00000215790	ENSP00000215790	Q9BXI6	83874
22	30331988	30356919	-	ENSG00000099995	SF3A1	ENST00000215793	ENSP00000215793	Q15459	10291
22	30368811	30421771	-	ENSG00000099999	RNF215	ENST00000382363	ENSP00000371800	Q9Y6U7	200312
22	30396941	30425303	+	ENSG00000100003	SEC14L2	ENST00000615189	ENSP00000478755	O76054	23541
22	30409255	30428990	+	ENSG00000249590		ENST00000439838			
22	30425623	30429054	+	ENSG00000242114	MTFP1	ENST00000266263	ENSP00000266263	Q9UDX5	51537
22	30447959	30472017	-	ENSG00000100012	SEC14L3	ENST00000215812	ENSP00000215812	Q9UDX4	266629
22	30488902	30505711	-	ENSG00000133488	SEC14L4	ENST00000255858	ENSP00000255858	Q9UDX3	284904
22	30554635	30574665	-	ENSG00000128242	GAL3ST1	ENST00000406361	ENSP00000385207	Q99999	9514
22	30576625	30607083	-	ENSG00000100029	PES1	ENST00000354694	ENSP00000346725	O00541	23481
22	23834503	23839128	-	ENSG00000099958	DERL3	ENST00000318109	ENSP00000315303	Q96Q80	91319
22	23862188	23895223	+	ENSG00000251357		ENST00000433835			
22	23894383	23895227	+	ENSG00000240972	MIF	ENST00000215754	ENSP00000215754	P14174	4282
22	24181487	24189106	+	ENSG00000099994	SUSD2	ENST00000358321	ENSP00000351075	Q9UGT4	56241
22	35299275	35347992	+	ENSG00000100284	TOM1	ENST00000449058	ENSP00000394466	O60784	10043
22	38681957	38685421	+	ENSG00000100216	TOMM22	ENST00000216034	ENSP00000216034	Q9NS69	56993
22	50059391	50085426	-	ENSG00000100427	MLC1	ENST00000311597	ENSP00000310375	Q15049	23209
22	50274979	50307646	-	ENSG00000196576	PLXNB2	ENST00000359337	ENSP00000352288	O15031	23654
22	19130279	19144684	-	ENSG00000100056	ESS2	ENST00000252137	ENSP00000252137	Q96DF8	8220
22	19131308	19132622	+	ENSG00000206203	TSSK2	ENST00000399635	ENSP00000382544	Q96PF2	23617
22	19146993	19150292	-	ENSG00000063515	GSC2	ENST00000086933	ENSP00000086933	O15499	2928
22	19175581	19178739	-	ENSG00000100075	SLC25A1	ENST00000215882	ENSP00000215882	P53007	6576
22	18110100	18146683	+	ENSG00000183785	TUBA8	ENST00000330423	ENSP00000333326	Q9NY65	51807
22	40346461	40390463	+	ENSG00000239900	ADSL	ENST00000623063	ENSP00000485525	P30566	158
22	23059415	23145021	-	ENSG00000100218	RSPH14	ENST00000216036	ENSP00000216036	Q9UHP6	27156
22	23070519	23125032	+	ENSG00000128266	GNAZ	ENST00000615612	ENSP00000478892	P19086	2781
22	23179704	23318037	+	ENSG00000186716	BCR	ENST00000305877	ENSP00000303507	P11274	613
22	18077989	18131720	+	ENSG00000288683		ENST00000474897			
22	37807905	37817176	+	ENSG00000100116	GCAT	ENST00000248924	ENSP00000248924	O75600	23464
22	37823382	37825485	+	ENSG00000128310	GALR3	ENST00000249041	ENSP00000249041	O60755	8484
22	37848868	37889407	+	ENSG00000100129	EIF3L	ENST00000652021	ENSP00000499067	Q9Y262	51386
22	37905657	37942822	+	ENSG00000100139	MICALL1	ENST00000215957	ENSP00000215957	Q8N3F8	85377
22	41447830	41529273	+	ENSG00000100412	ACO2	ENST00000216254	ENSP00000216254	Q99798	50
22	29327680	29388583	-	ENSG00000100280	AP1B1	ENST00000357586	ENSP00000350199	Q10567	162
22	19432545	19436075	+	ENSG00000185608	MRPL40	ENST00000333130	ENSP00000333401	Q9NQ50	64976
22	18912777	18936553	-	ENSG00000100033	PRODH	ENST00000357068	ENSP00000349577	O43272	5625
22	39021113	39033277	+	ENSG00000243811	APOBEC3D	ENST00000216099	ENSP00000216099	Q96AK3	140564
22	18077923	18105396	+	ENSG00000215193	PEX26	ENST00000399744	ENSP00000382648	Q7Z412	55670
22	20774113	20787720	+	ENSG00000099937	SERPIND1	ENST00000215727	ENSP00000215727	P05546	3053
22	20859007	20891214	+	ENSG00000099940	SNAP29	ENST00000215730	ENSP00000215730	O95721	9342
22	20917407	20953747	+	ENSG00000099942	CRKL	ENST00000354336	ENSP00000346300	P46109	1399
22	20999104	21002196	-	ENSG00000184436	THAP7	ENST00000215742	ENSP00000215742	Q9BT49	80764
22	42160013	42343616	-	ENSG00000100207	TCF20	ENST00000677622	ENSP00000503828	Q9UGU0	6942
22	36189124	36204840	-	ENSG00000100336	APOL4	ENST00000683024	ENSP00000507418	Q9BPW4	80832
22	17359949	17558151	+	ENSG00000099954	CECR2	ENST00000262608	ENSP00000262608	Q9BXF3	27443
22	20965108	20981360	+	ENSG00000183773	AIFM3	ENST00000440238	ENSP00000390798	Q96NN9	150209
22	50502949	50507702	-	ENSG00000100258	LMF2	ENST00000474879	ENSP00000424381	Q9BU23	91289
22	50508224	50524780	+	ENSG00000025770	NCAPH2	ENST00000420993	ENSP00000410088	Q6IBW4	29781
22	50523568	50526461	-	ENSG00000284194	SCO2	ENST00000395693	ENSP00000379046	O43819	9997
22	50525752	50530032	-	ENSG00000025708	TYMP	ENST00000252029	ENSP00000252029	P19971	1890
22	50545899	50551023	+	ENSG00000130487	KLHDC7B	ENST00000648057			113730
22	50551112	50562919	-	ENSG00000217442	SYCE3	ENST00000406915	ENSP00000385480	A1L190	644186
22	50568869	50582965	-	ENSG00000254413	CHKB-CPT1B	ENST00000453634			
22	50578959	50601455	-	ENSG00000100288	CHKB	ENST00000406938	ENSP00000384400	Q9Y259	1120
22	50600793	50613981	+	ENSG00000008735	MAPK8IP2	ENST00000329492	ENSP00000330572	Q13387	23542
22	50622754	50628173	-	ENSG00000100299	ARSA	ENST00000216124			410
22	21466423	21471269	+	ENSG00000206140	TMEM191C	ENST00000536718	ENSP00000490781	A6NGB0	645426
22	23145366	23165663	+	ENSG00000100228	RAB36	ENST00000263116	ENSP00000263116	O95755	9609
22	37805229	37807432	+	ENSG00000189060	H1-0	ENST00000340857	ENSP00000344504	P07305	3005
22	19523024	19527545	-	ENSG00000184113	CLDN5	ENST00000618236	ENSP00000480623	O00501	7122
22	38578118	38656629	-	ENSG00000184949	FAM227A	ENST00000535113	ENSP00000445093	F5H4B4	646851
22	21545666	21551461	-	ENSG00000183246	RIMBP3C	ENST00000433039	ENSP00000390630	A6NJZ7	150221
22	29058672	29061831	-	ENSG00000100249	C22orf31	ENST00000216071	ENSP00000216071	O95567	25770
22	21919425	21952848	-	ENSG00000100034	PPM1F	ENST00000263212	ENSP00000263212	P49593	9647
22	21957025	21982813	-	ENSG00000100038	TOP3B	ENST00000357179	ENSP00000349705	O95985	8940
22	30356635	30378673	+	ENSG00000187860	CCDC157	ENST00000338306	ENSP00000343087	Q569K6	550631
22	50529710	50532506	-	ENSG00000177989	CIMAP1B	ENST00000329363	ENSP00000382804	A8MYP8	440836
22	41909543	41915074	-	ENSG00000234965	SHISA8	ENST00000621082	ENSP00000481203	B8ZZ34	440829
22	38685543	38701556	-	ENSG00000100221	JOSD1	ENST00000683374	ENSP00000506752	Q15040	9929
22	43824509	43862513	-	ENSG00000130540	SULT4A1	ENST00000330884	ENSP00000332565	Q9BR01	25830
22	43879678	43892013	-	ENSG00000100341	PNPLA5	ENST00000216177	ENSP00000216177	Q7Z6Z6	150379
22	36281280	36388010	-	ENSG00000100345	MYH9	ENST00000216181	ENSP00000216181	P35579	4627
22	35540831	35553999	+	ENSG00000100302	RASD2	ENST00000216127	ENSP00000216127	Q96D21	23551
